id_solicitud,fecha_solicitud,cedula_ciudadania,nombre,apellido,edad,ingresos_anuales,puntaje_crediticio,historial_pagos,deuda_actual,antiguedad_laboral,estado_civil,numero_dependientes,tipo_empleo,solicitud_credito,inicio_mes,inicio_semana
RA-2023091006,2023-09-10,959581481,Miller,Espitia,35,64979.57,505,Bueno,22110.5,40,Casado,5,Fijo,0.0,2023-09-01,2023-09-04
RA-2023091005,2023-09-10,476797391,Mauricio,Sierra,56,129289.07,794,Malo,18076.4,30,Casado,1,Fijo,0.0,2023-09-01,2023-09-04
RA-2023091004,2023-09-10,398631646,María,Rico,26,59514.71,783,Regular,10075.18,30,Viudo,4,Fijo,1.0,2023-09-01,2023-09-04
RA-2023091003,2023-09-10,293527111,Carlos,González,73,140070.86,487,Bueno,30822.09,24,Viudo,5,Autonomo,0.0,2023-09-01,2023-09-04
RA-2023091002,2023-09-10,811905612,Yaneth,Velásquez,65,99398.41,653,Regular,42578.21,31,Soltero,4,Autonomo,0.0,2023-09-01,2023-09-04
RA-2023091001,2023-09-10,485704002,Raúl,Caicedo,54,177284.57,398,Bueno,39011.66,3,Divorciado,1,Temporal,0.0,2023-09-01,2023-09-04
RA-2023091008,2023-09-10,089114506,Ana,Padilla,47,239587.67,589,Bueno,44305.43,10,Casado,4,Autonomo,0.0,2023-09-01,2023-09-04
RA-2023091113,2023-09-11,022007079,Vanessa,Alarcón,45,88256.63,822,Malo,47725.01,13,Soltero,4,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091115,2023-09-11,301026616,José,Peña,48,79736.29,631,Malo,44131.01,14,Soltero,2,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091122,2023-09-11,172581465,Alberto,Castillo,59,185075.13,460,Bueno,38605.25,38,Divorciado,1,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091117,2023-09-11,514226372,Dario,Parra,72,70484.1,503,Bueno,11811.77,23,Soltero,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091121,2023-09-11,659041919,Enrique,Gómez,57,99040.14,483,Regular,6416.98,32,Casado,1,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091119,2023-09-11,427852041,María,Hernández,52,103750.18,516,Bueno,16725.83,33,Casado,0,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091120,2023-09-11,661387608,Karen,Martínez,80,15606.4,322,Bueno,16515.97,35,Viudo,4,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091112,2023-09-11,681845686,Lorena,López,21,19109.18,767,Bueno,1445.49,2,Divorciado,3,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091118,2023-09-11,776192887,Sonia,Torres,65,170804.36,412,Bueno,3722.33,14,Soltero,3,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091111,2023-09-11,236171651,Yesid,Villa,54,122083.59,828,Bueno,27284.23,19,Casado,3,Temporal,1.0,2023-09-01,2023-09-11
RA-2023091116,2023-09-11,208790471,Carlos,Osorio,57,94990.52,774,Bueno,19165.95,19,Casado,4,Temporal,1.0,2023-09-01,2023-09-11
RA-2023091109,2023-09-11,150338263,Ángel,Medina,58,208447.35,650,Bueno,1414.56,17,Casado,2,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091110,2023-09-11,384092859,Cecilia,González,33,156973.26,629,Malo,4077.8,6,Divorciado,0,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091101,2023-09-11,712838024,Juan,López,59,31117.1,453,Malo,29898.79,1,Soltero,4,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091102,2023-09-11,601444428,Henry,Palacios,24,209527.51,403,Regular,19451.46,14,Divorciado,3,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091103,2023-09-11,074208575,Elisa,Andrade,31,88069.48,590,Malo,9949.37,18,Divorciado,1,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091104,2023-09-11,320878001,Esteban,Gómez,74,47881.4,596,Regular,15029.61,32,Viudo,2,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091114,2023-09-11,549786162,Carolina,Benavides,28,235203.69,456,Regular,35939.03,4,Divorciado,1,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091106,2023-09-11,965206188,Erika,Gutiérrez,71,54927.48,323,Regular,10081.65,16,Viudo,1,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091107,2023-09-11,592530528,Yulieth,Barrios,72,60913.6,362,Regular,36529.21,9,Soltero,2,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091105,2023-09-11,631087338,Mireya,Pérez,34,125074.05,351,Bueno,46153.8,34,Casado,3,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091108,2023-09-11,062906470,Elías,Ruiz,32,223063.11,471,Bueno,49112.39,9,Casado,1,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091217,2023-09-12,941069640,Margarita,Medina,71,115279.16,669,Malo,23047.51,29,Divorciado,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091216,2023-09-12,861900465,David,Castro,22,67165.96,771,Bueno,18074.35,27,Casado,3,Autonomo,1.0,2023-09-01,2023-09-11
RA-2023091215,2023-09-12,346935263,Fernando,Bermúdez,54,198809.48,584,Regular,4411.52,29,Divorciado,4,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091214,2023-09-12,193649379,Tania,Delgado,71,54086.99,727,Regular,40966.07,17,Divorciado,4,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091212,2023-09-12,923075731,Luz,Bedoya,63,204826.13,300,Regular,42838.78,27,Casado,4,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091211,2023-09-12,535686727,Alexander,Morales,31,248751.22,558,Bueno,21414.06,29,Divorciado,2,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091210,2023-09-12,899112453,Ana,Flórez,30,71202.37,505,Bueno,42482.28,29,Divorciado,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091213,2023-09-12,976458609,Valentina,Ríos,74,122389.92,398,Malo,278.27,30,Soltero,1,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091207,2023-09-12,323511951,Antonio,Serrano,69,21703.67,343,Regular,29893.7,40,Casado,2,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091208,2023-09-12,493740829,Amparo,Castañeda,46,130850.45,674,Malo,5884.93,14,Divorciado,0,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091201,2023-09-12,687353394,William,Pinto,74,173407.29,331,Malo,8279.59,36,Viudo,5,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091202,2023-09-12,658063738,Jesús,Hernández,39,159448.39,537,Regular,9118.42,37,Soltero,3,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091209,2023-09-12,830938733,Andrea,Castellanos,48,208672.22,538,Malo,16644.13,15,Viudo,5,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091204,2023-09-12,427101934,Mery,Aguirre,29,212079.81,551,Bueno,42197.44,17,Viudo,3,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091205,2023-09-12,317570922,Juan,Velandia,75,127660.94,654,Regular,21068.14,40,Viudo,1,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091206,2023-09-12,289215848,Inés,Alvarado,36,64585.7,608,Malo,8172.68,28,Viudo,0,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091203,2023-09-12,911477443,Fredy,Navarro,50,135232.15,763,Malo,28741.56,0,Viudo,1,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091325,2023-09-13,118767591,Sebastián,Herrera,60,86728.6,470,Bueno,46013.27,4,Casado,5,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091314,2023-09-13,323713330,Andrés,Jiménez,27,208733.65,321,Malo,40457.91,10,Casado,5,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091324,2023-09-13,330512996,Constanza,Toro,47,59610.97,477,Bueno,7670.32,25,Divorciado,4,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091322,2023-09-13,761753301,Sergio,Durán,41,240155.74,407,Malo,12328.84,17,Divorciado,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091321,2023-09-13,487875211,Martha,Mosquera,68,64166.19,850,Bueno,4002.55,16,Divorciado,1,Desempleado,1.0,2023-09-01,2023-09-11
RA-2023091320,2023-09-13,085917077,Jairo,Vargas,62,95834.72,566,Regular,45529.13,11,Soltero,5,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091319,2023-09-13,294105041,Luis,Marín,54,206803.24,630,Bueno,24893.93,40,Divorciado,4,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091318,2023-09-13,034262820,Astrid,Durán,33,241853.07,710,Regular,32210.05,1,Soltero,3,Temporal,1.0,2023-09-01,2023-09-11
RA-2023091317,2023-09-13,823337029,Lilian,Mercado,56,63417.27,595,Malo,7483.7,39,Soltero,0,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091316,2023-09-13,005118980,Alexandra,Jaramillo,40,76141.38,371,Bueno,48022.59,27,Divorciado,1,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091315,2023-09-13,550060512,Luis,Martínez,46,229055.95,433,Regular,34630.46,20,Soltero,2,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091323,2023-09-13,135311908,Andrés,Pérez,38,125035.93,510,Regular,46406.12,32,Divorciado,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091313,2023-09-13,228268770,Gerardo,Meneses,25,113306.25,372,Regular,41815.35,20,Viudo,2,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091311,2023-09-13,269006948,Maicol,Martínez,62,91932.23,817,Malo,43241.42,2,Casado,0,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091312,2023-09-13,186948009,Carolina,Mosquera,56,48098.82,627,Bueno,36849.66,38,Casado,1,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091301,2023-09-13,871440353,Daniela,Rojas,26,216420.06,362,Bueno,8855.18,11,Viudo,4,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091303,2023-09-13,570697818,Elkin,Bonilla,73,210319.92,332,Bueno,44418.55,14,Casado,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091304,2023-09-13,302778221,Dora,Mosquera,56,49343.27,534,Bueno,29516.37,22,Divorciado,2,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091305,2023-09-13,725110871,Yesenia,Martínez,73,167512.16,502,Regular,45722.62,7,Casado,3,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091302,2023-09-13,009825050,Yadira,Sepúlveda,56,28923.87,726,Regular,26162.16,29,Soltero,3,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091307,2023-09-13,258114953,Marina,Velandia,32,93008.34,370,Regular,22082.37,28,Soltero,1,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091308,2023-09-13,798806620,Steven,Hoyos,46,26297.17,849,Bueno,37426.85,5,Soltero,3,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091309,2023-09-13,151224299,Nancy,Vargas,76,124116.83,689,Malo,7021.14,35,Viudo,1,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091310,2023-09-13,967392131,Alexander,Vargas,25,98809.97,661,Bueno,36837.55,16,Viudo,0,Temporal,1.0,2023-09-01,2023-09-11
RA-2023091306,2023-09-13,197767888,José,Arias,20,224292.27,811,Bueno,8284.49,3,Viudo,4,Temporal,1.0,2023-09-01,2023-09-11
RA-2023091411,2023-09-14,362964007,Gabriela,Quintero,44,158364.9,793,Malo,26945.98,34,Casado,2,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091417,2023-09-14,996611241,Elvis,Gómez,20,36082.89,777,Malo,26461.15,9,Casado,4,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091416,2023-09-14,628095020,Francisco,Ríos,29,179654.39,606,Regular,15653.78,16,Divorciado,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091415,2023-09-14,908218649,Andrés,Velásquez,80,222384.14,321,Malo,42040.59,9,Casado,2,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091414,2023-09-14,302568230,Camilo,Ángel,29,124757.25,621,Regular,1903.94,13,Casado,4,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091413,2023-09-14,492349166,Ana,González,61,122722.03,752,Regular,24503.1,28,Casado,3,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091412,2023-09-14,338577947,Martha,Hurtado,78,161205.89,822,Regular,14441.6,21,Viudo,2,Autonomo,1.0,2023-09-01,2023-09-11
RA-2023091410,2023-09-14,573997880,María,Martínez,23,183028.45,748,Bueno,11994.21,27,Viudo,2,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091406,2023-09-14,427693141,Andrea,Martínez,29,84554.88,624,Regular,48786.81,11,Viudo,0,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091408,2023-09-14,115977395,Alejandro,Sandoval,68,163862.07,381,Malo,20273.85,32,Divorciado,3,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091407,2023-09-14,644623687,Carlos,Ortega,23,113890.25,330,Bueno,16447.01,4,Casado,3,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091405,2023-09-14,937489942,Jesús,Giraldo,69,153040.33,474,Regular,3883.9,7,Viudo,4,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091404,2023-09-14,264785282,Bertha,Romero,36,205197.97,661,Malo,11528.52,11,Soltero,1,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091403,2023-09-14,367228311,Amparo,Jaimes,78,169768.82,368,Bueno,31190.65,22,Soltero,4,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091402,2023-09-14,355402113,Alexis,Martínez,23,60763.61,700,Regular,11037.68,27,Casado,0,Autonomo,1.0,2023-09-01,2023-09-11
RA-2023091401,2023-09-14,773251184,Gustavo,Bohórquez,76,101750.93,322,Bueno,19163.9,19,Soltero,4,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091409,2023-09-14,351788060,Andrés,Ceballos,65,208632.64,380,Regular,2667.19,7,Casado,2,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091510,2023-09-15,174108887,Patricia,Cuéllar,56,101288.96,805,Bueno,20423.28,20,Divorciado,1,Autonomo,1.0,2023-09-01,2023-09-11
RA-2023091516,2023-09-15,256798062,Germán,Cortés,71,232189.03,482,Malo,13443.52,14,Soltero,1,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091515,2023-09-15,065964382,Carlos,Hernández,35,179061.88,338,Malo,10566.93,35,Divorciado,3,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091513,2023-09-15,396127640,José,Restrepo,18,165613.52,776,Regular,18772.74,10,Divorciado,0,Autonomo,1.0,2023-09-01,2023-09-11
RA-2023091512,2023-09-15,176675869,Alejandra,Mosquera,20,26604.77,379,Regular,46913.92,40,Divorciado,4,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091511,2023-09-15,298017489,Juliana,Aguilar,23,87960.6,641,Regular,4187.86,23,Divorciado,1,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091509,2023-09-15,016048474,Martha,Bonilla,38,62026.88,762,Regular,17741.48,24,Soltero,4,Temporal,1.0,2023-09-01,2023-09-11
RA-2023091514,2023-09-15,485522856,María,Garcés,63,193882.63,588,Bueno,27762.37,24,Divorciado,0,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091507,2023-09-15,868649346,Karina,Morales,64,159508.3,345,Bueno,2419.53,14,Casado,1,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091506,2023-09-15,604623578,Orlando,Ochoa,59,31182.46,630,Malo,17177.35,24,Soltero,1,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091505,2023-09-15,535783799,María,López,72,36415.03,443,Malo,21605.04,7,Soltero,3,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091504,2023-09-15,895604142,Reinaldo,Rodríguez,43,105886.67,487,Bueno,17586.23,37,Soltero,3,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091503,2023-09-15,186956883,Sonia,Arteaga,63,230462.69,709,Bueno,12191.92,27,Viudo,0,Autonomo,1.0,2023-09-01,2023-09-11
RA-2023091502,2023-09-15,412502316,María,Moreno,77,71953.61,311,Bueno,36916.39,35,Soltero,0,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091501,2023-09-15,030917605,Francisco,Álvarez,71,168860.41,332,Bueno,33078.52,31,Casado,2,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091508,2023-09-15,406758780,Nubia,Rincón,61,35919.3,377,Malo,47767.83,12,Soltero,1,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091617,2023-09-16,088655524,Daniela,Mendoza,69,85643.83,628,Bueno,10681.52,15,Divorciado,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091615,2023-09-16,238629623,Jhon,Gómez,67,155272.77,804,Bueno,43257.37,40,Soltero,4,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091614,2023-09-16,999565027,Yanet,Pinto,65,141376.65,667,Malo,34880.97,3,Casado,1,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091613,2023-09-16,194651280,Carolina,Gómez,28,159763.45,352,Bueno,37182.48,31,Casado,3,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091612,2023-09-16,385297578,Danny,Amaya,70,158165.92,743,Bueno,17919.62,14,Soltero,2,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091611,2023-09-16,312584128,Luz,Cardona,31,214970.13,729,Regular,46703.17,22,Divorciado,3,Desempleado,1.0,2023-09-01,2023-09-11
RA-2023091610,2023-09-16,644012916,Judith,Alarcón,34,62856.72,319,Bueno,8263.23,26,Soltero,4,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091609,2023-09-16,725480666,Angélica,Zapata,36,137352.41,775,Bueno,36789.86,6,Viudo,4,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091616,2023-09-16,910880393,Patricia,Gutiérrez,54,232091.71,689,Malo,15098.48,36,Divorciado,4,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091607,2023-09-16,853440301,Roberto,Rojas,43,169838.54,796,Regular,25887.29,39,Soltero,0,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091606,2023-09-16,666345503,Isaac,Alzate,31,166793.15,587,Malo,47851.46,5,Soltero,2,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091605,2023-09-16,155047144,Felipe,Rivera,74,141904.32,615,Bueno,40508.66,8,Divorciado,1,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091604,2023-09-16,705619076,Emma,Martínez,34,111993.75,317,Bueno,9072.35,29,Divorciado,4,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091603,2023-09-16,237966137,Hernando,Hurtado,43,24569.74,718,Regular,14832.51,16,Soltero,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091602,2023-09-16,228594177,Ana,Vega,30,55733.52,526,Malo,33576.0,28,Viudo,4,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091601,2023-09-16,819145719,Jhon,Medina,34,223026.6,503,Bueno,10915.85,15,Casado,3,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091608,2023-09-16,362857214,Johanna,Roa,35,54304.81,318,Bueno,41562.48,15,Divorciado,5,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091716,2023-09-17,649722111,Julio,Alzate,47,135575.59,308,Regular,19806.8,4,Divorciado,4,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091715,2023-09-17,150132142,Delia,Pérez,21,197582.88,759,Malo,35626.8,3,Soltero,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091714,2023-09-17,889207834,Maira,Molina,58,136004.65,848,Regular,3843.75,2,Viudo,4,Desempleado,1.0,2023-09-01,2023-09-11
RA-2023091713,2023-09-17,978875036,Luis,Muñoz,18,39001.55,827,Bueno,13686.71,26,Divorciado,0,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091712,2023-09-17,021749497,Elizabeth,Velasco,63,101061.16,387,Regular,18064.97,23,Divorciado,2,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091711,2023-09-17,300147499,Helena,Henao,77,98511.48,442,Regular,23947.15,19,Viudo,2,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091710,2023-09-17,049488908,Vanessa,Agudelo,80,119622.02,462,Bueno,21331.01,26,Casado,2,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091709,2023-09-17,243052008,Alejandra,Mejía,66,78633.96,815,Malo,41963.34,40,Casado,2,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091708,2023-09-17,415403733,Yuri,Obando,62,56346.2,633,Regular,11401.45,9,Viudo,1,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091706,2023-09-17,149571689,Ana,Zapata,27,80501.67,397,Bueno,25430.37,40,Casado,3,Fijo,0.0,2023-09-01,2023-09-11
RA-2023091705,2023-09-17,870192762,Maribel,Cifuentes,34,165627.51,372,Regular,40768.5,23,Viudo,2,Autonomo,0.0,2023-09-01,2023-09-11
RA-2023091704,2023-09-17,989584716,Ana,Caicedo,23,91619.1,552,Bueno,42891.51,27,Casado,0,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091703,2023-09-17,577480205,Flor,Ocampo,55,54297.65,510,Bueno,13667.96,30,Viudo,0,Temporal,0.0,2023-09-01,2023-09-11
RA-2023091702,2023-09-17,687233358,María,Contreras,44,147138.71,783,Bueno,3953.51,34,Viudo,1,Fijo,1.0,2023-09-01,2023-09-11
RA-2023091701,2023-09-17,345915066,Yeison,Rodríguez,68,220861.74,431,Regular,34439.1,3,Casado,0,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091707,2023-09-17,564101797,José,Ramos,28,129242.8,463,Regular,28914.28,40,Soltero,3,Desempleado,0.0,2023-09-01,2023-09-11
RA-2023091809,2023-09-18,097330269,Antonio,Hernández,63,28683.51,705,Regular,40080.25,39,Viudo,0,Fijo,0.0,2023-09-01,2023-09-18
RA-2023091814,2023-09-18,317280810,Luis,Gutiérrez,47,72666.31,314,Malo,46988.64,1,Viudo,5,Desempleado,0.0,2023-09-01,2023-09-18
RA-2023091813,2023-09-18,521165231,Augusto,Arrieta,28,162440.86,800,Regular,23567.16,20,Divorciado,1,Temporal,1.0,2023-09-01,2023-09-18
RA-2023091812,2023-09-18,106524607,Inés,Guerrero,38,54398.22,520,Regular,37978.66,32,Soltero,5,Desempleado,0.0,2023-09-01,2023-09-18
RA-2023091811,2023-09-18,169577801,Mayerly,Maldonado,33,15764.44,384,Malo,2082.02,36,Casado,2,Temporal,0.0,2023-09-01,2023-09-18
RA-2023091810,2023-09-18,475261602,Martín,Ramírez,50,33866.82,721,Bueno,396.95,32,Viudo,3,Temporal,1.0,2023-09-01,2023-09-18
RA-2023091808,2023-09-18,644346274,Gloria,Muñoz,43,196531.93,372,Malo,3256.88,18,Casado,2,Desempleado,0.0,2023-09-01,2023-09-18
RA-2023091801,2023-09-18,467167193,Nidia,Becerra,58,223520.72,412,Regular,6384.03,21,Divorciado,2,Fijo,0.0,2023-09-01,2023-09-18
RA-2023091806,2023-09-18,741052105,Elías,Rivera,79,130256.4,575,Regular,30482.57,21,Casado,4,Temporal,0.0,2023-09-01,2023-09-18
RA-2023091805,2023-09-18,946767899,David,Salazar,74,59212.27,560,Malo,9406.93,27,Viudo,4,Temporal,0.0,2023-09-01,2023-09-18
RA-2023091804,2023-09-18,971544197,Eduardo,Caballero,76,62434.26,598,Malo,44672.55,16,Viudo,1,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023091803,2023-09-18,197376293,Andrés,Lara,28,248881.53,459,Bueno,35694.27,24,Casado,1,Desempleado,0.0,2023-09-01,2023-09-18
RA-2023091802,2023-09-18,421239642,Edgar,Ortega,27,172750.07,742,Malo,8322.23,10,Viudo,2,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023091807,2023-09-18,662752783,Andrés,Fuentes,46,114504.24,652,Regular,11181.53,7,Viudo,4,Temporal,1.0,2023-09-01,2023-09-18
RA-2023091911,2023-09-19,581510765,Esneider,Sarmiento,52,135161.61,345,Malo,48702.04,17,Divorciado,2,Fijo,0.0,2023-09-01,2023-09-18
RA-2023091910,2023-09-19,498227721,Nelly,Villamil,76,82502.2,625,Malo,22381.88,16,Soltero,0,Fijo,0.0,2023-09-01,2023-09-18
RA-2023091909,2023-09-19,437303805,Ernesto,Gómez,46,32318.86,424,Regular,22790.83,2,Divorciado,3,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023091908,2023-09-19,093429353,Dolores,Aguilar,76,76504.38,530,Bueno,49147.87,20,Soltero,1,Temporal,0.0,2023-09-01,2023-09-18
RA-2023091906,2023-09-19,028392744,Cristina,Ibarra,75,165636.3,833,Malo,8272.95,20,Viudo,1,Temporal,0.0,2023-09-01,2023-09-18
RA-2023091907,2023-09-19,324308133,Christian,Ruiz,74,174866.58,630,Malo,26450.76,6,Divorciado,4,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023091904,2023-09-19,890368516,Stella,Forero,58,130858.01,588,Malo,1314.47,35,Divorciado,5,Temporal,0.0,2023-09-01,2023-09-18
RA-2023091903,2023-09-19,149072469,Inés,Acevedo,72,241921.87,330,Regular,5069.7,18,Divorciado,1,Temporal,0.0,2023-09-01,2023-09-18
RA-2023091902,2023-09-19,644501483,Ángel,Rivera,21,234205.81,567,Malo,19146.24,13,Divorciado,1,Desempleado,0.0,2023-09-01,2023-09-18
RA-2023091901,2023-09-19,168549881,Luisa,Mora,50,166342.1,549,Malo,36489.72,10,Divorciado,0,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023091905,2023-09-19,140683760,Irma,Cano,50,199716.16,786,Malo,9131.48,38,Soltero,2,Fijo,0.0,2023-09-01,2023-09-18
RA-2023092011,2023-09-20,966203490,Elena,Mora,66,223109.14,622,Bueno,97.12,9,Viudo,4,Desempleado,0.0,2023-09-01,2023-09-18
RA-2023092017,2023-09-20,921740647,Alexander,Cerón,55,65555.6,623,Regular,41152.81,16,Divorciado,0,Fijo,0.0,2023-09-01,2023-09-18
RA-2023092016,2023-09-20,509854554,Marina,Salazar,20,218884.58,356,Bueno,44000.17,14,Soltero,5,Temporal,0.0,2023-09-01,2023-09-18
RA-2023092015,2023-09-20,225395650,Constanza,Mena,18,50412.39,437,Malo,34032.87,6,Divorciado,0,Temporal,0.0,2023-09-01,2023-09-18
RA-2023092014,2023-09-20,648672787,Elena,Vargas,20,44890.73,720,Regular,45224.74,12,Divorciado,1,Fijo,0.0,2023-09-01,2023-09-18
RA-2023092013,2023-09-20,410652273,Marcela,Ruiz,31,147053.02,324,Bueno,3837.47,36,Divorciado,3,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023092012,2023-09-20,436068253,Lorena,Orozco,41,243087.27,587,Regular,32765.67,4,Divorciado,0,Desempleado,0.0,2023-09-01,2023-09-18
RA-2023092010,2023-09-20,189078350,Viviana,García,52,160331.45,584,Regular,7284.11,0,Viudo,0,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023092004,2023-09-20,971921608,Mario,Escobar,24,193093.18,547,Bueno,44684.71,27,Soltero,3,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023092008,2023-09-20,258490376,Milena,Díaz,31,138698.74,689,Regular,26051.71,31,Divorciado,4,Temporal,1.0,2023-09-01,2023-09-18
RA-2023092007,2023-09-20,734973102,Marcela,Gutiérrez,76,147516.02,403,Bueno,9283.1,0,Soltero,2,Autonomo,0.0,2023-09-01,2023-09-18
RA-2023092006,2023-09-20,385669380,Claudia,Gutiérrez,56,121706.07,418,Regular,4176.55,9,Divorciado,4,Fijo,0.0,2023-09-01,2023-09-18
