CLIENTE_ID,NOMBRE,GENERO,EDAD,CIUDAD,FRECUENCIA_COMPRA,PRIMERA_COMPRA,ULTIMA_COMPRA,TIEMPO_CLIENTE_MESES,DIAS_ULTIMA_COMPRA
617,Lucía Gabriela Palacios,M,57,Cartagena,19,2023-01-21,2025-06-01,29,14
618,Claudia Narváez Cruz,M,75,Cúcuta,8,2023-01-03,2025-05-30,29,16
619,Efrén Jiménez,F,51,Cartagena,13,2023-01-02,2025-06-04,29,11
620,Carlos Ariel Gómez,M,62,Medellín,6,2023-01-14,2025-06-01,29,14
621,Mercedes Perea,M,41,Ibagué,16,2023-01-02,2025-06-15,29,0
622,Lilian Claudia Carrillo Ardila,F,57,Bogotá,1,2023-01-02,2025-06-12,29,3
623,Rocío María Perea Torres,M,76,Villavicencio,16,2023-01-14,2025-06-14,29,1
624,Amparo Julia Díaz,M,58,Bogotá,11,2023-01-09,2025-06-15,29,0
625,José Hugo Restrepo,M,62,Bucaramanga,10,2023-01-02,2025-06-15,29,0
626,Lorena Villa,M,53,Barranquilla,6,2023-01-04,2025-05-22,29,24
627,Alberto Alfredo Parra Rodríguez,M,77,Medellín,5,2023-01-05,2025-06-15,29,0
628,Claudia Campo,M,60,Bogotá,19,2023-01-05,2025-06-06,29,9
629,Luz Orozco Montenegro,M,48,Bogotá,10,2023-01-10,2025-06-08,29,7
630,José Andrey Rodríguez Orozco,F,27,Barranquilla,11,2023-01-27,2025-06-14,29,1
631,Carmen Adriana Córdoba,F,70,Barranquilla,7,2023-01-06,2025-06-11,29,4
632,Vanessa Espinosa,F,48,Bogotá,4,2023-01-04,2025-06-15,29,0
633,Camilo Torres,F,19,Tunja,13,2023-01-10,2025-06-07,29,8
634,Jesús Ramos Rodríguez,F,46,Cali,7,2023-01-10,2025-05-19,29,27
635,Carlos Milton Rueda Calderón,F,19,Barranquilla,13,2023-01-05,2025-06-14,29,1
636,Felipe Luis Durán,M,63,Cali,17,2023-01-16,2025-06-15,29,0
637,Luz Correa Mora,M,58,Ibagué,8,2023-01-07,2025-06-01,29,14
638,María Luisa Arias Ochoa,F,48,Medellín,13,2023-01-06,2025-06-07,29,8
639,Víctor Nicolás Osorio,F,52,Tunja,6,2023-01-01,2025-06-12,29,3
640,Cristina Bedoya Montoya,F,36,Barranquilla,7,2023-01-08,2025-06-15,29,0
641,Jenny Contreras Peña,M,27,Ibagué,2,2023-01-08,2025-06-02,29,13
642,Luz Arango,F,45,Cartagena,15,2023-01-23,2025-06-14,29,1
643,Israel Juan Gómez,M,47,Bucaramanga,4,2023-01-07,2025-06-11,29,4
644,Edgar José Castillo,F,37,Cali,4,2023-01-01,2025-05-28,29,18
645,Omar Bedoya Rojas,F,67,Tunja,17,2023-01-21,2025-05-22,29,24
646,Yina Esperanza Lozano,F,29,Tunja,17,2023-01-05,2025-06-08,29,7
647,William Alejandro Martínez,F,27,Medellín,1,2023-01-11,2025-06-11,29,4
648,Francisco Lozano Herrera,F,39,Cali,18,2023-01-23,2025-05-28,29,18
649,Julieth Rosa Franco Córdoba,F,67,Cartagena,15,2023-01-04,2025-06-12,29,3
650,Cecilia Zambrano,F,46,Medellín,4,2023-01-01,2025-06-11,29,4
651,Maritza Janeth Cardona,M,76,Tunja,12,2023-01-06,2025-06-11,29,4
652,Alveiro Armando Corredor,M,24,Bogotá,11,2023-01-21,2025-05-19,29,27
653,Andrea Cerón,F,50,Cartagena,15,2023-01-10,2025-06-11,29,4
654,Armando Sneider Escobar Arias,F,32,Tunja,19,2023-01-04,2025-06-02,29,13
655,Mónica Ardila,F,28,Cúcuta,2,2023-01-27,2025-06-13,29,2
656,Rafael Carlos Solano,F,63,Cúcuta,4,2023-01-03,2025-05-29,29,17
657,Guillermo Fernando Romero,M,34,Barranquilla,13,2023-01-02,2025-05-05,29,41
658,Sergio Carlos Calderón,M,58,Medellín,15,2023-01-09,2025-06-13,29,2
659,Lida López Salgado,M,72,Tunja,11,2023-02-11,2025-06-15,28,0
660,Denis Torres,F,69,Barranquilla,2,2023-01-03,2025-06-11,29,4
661,Alberto Cárdenas,F,64,Medellín,11,2023-01-10,2025-06-13,29,2
662,Carlos Rafael Buitrago Escobar,M,44,Cartagena,17,2023-01-06,2025-06-12,29,3
663,Nancy Luna,F,79,Tunja,15,2023-01-14,2025-05-18,29,28
664,Hernán Andrés Barrios,M,33,Medellín,6,2023-01-05,2025-05-12,29,34
665,Orlando William Quintero,M,36,Tunja,5,2023-01-18,2025-06-13,29,2
666,Andrés Albeiro Burgos Gutiérrez,M,20,Bogotá,1,2023-01-05,2025-05-31,29,15
667,Jessica Vargas,F,75,Bucaramanga,6,2023-01-03,2025-05-08,29,38
668,Héctor Fabián Romero,F,32,Villavicencio,3,2023-01-05,2025-06-13,29,2
669,Patricia Acosta Vélez,M,66,Cúcuta,12,2023-01-28,2025-05-31,29,15
670,Carlos Miranda Carrillo,M,35,Bucaramanga,12,2023-01-12,2025-06-12,29,3
671,Carlos Ibarra García,M,33,Medellín,8,2023-01-03,2025-06-07,29,8
672,Luisa Ortega,F,77,Villavicencio,17,2023-01-17,2025-06-10,29,5
673,Rafael Ruiz Galindo,M,46,Bucaramanga,8,2023-01-01,2025-06-05,29,10
674,Pablo Libardo Mosquera,M,32,Bogotá,14,2023-01-18,2025-06-07,29,8
675,Katherin Mercado,F,67,Cúcuta,7,2023-01-04,2025-06-03,29,12
676,Paulo Barrera,M,20,Ibagué,12,2023-01-03,2025-06-04,29,11
677,Natalia Patricia Torres Martínez,F,70,Medellín,3,2023-02-02,2025-05-24,28,22
678,Yesid Quiroz Guerrero,F,37,Cúcuta,15,2023-01-19,2025-06-12,29,3
679,Adriana Liliana Carvajal,F,42,Bucaramanga,14,2023-01-10,2025-06-10,29,5
680,Ligia Lina Gaviria Olaya,M,24,Ibagué,12,2023-01-12,2025-06-14,29,1
681,Juliana Galeano,F,37,Cali,9,2023-01-03,2025-06-11,29,4
682,María Rivera Buitrago,F,55,Cúcuta,2,2023-02-16,2025-06-14,28,1
683,Manuel Uribe,F,41,Cali,11,2023-01-05,2025-05-29,29,17
684,Simón Hernando Flórez Moreno,M,30,Villavicencio,8,2023-01-07,2025-06-13,29,2
685,Paola Ruiz Ramos,F,38,Cartagena,18,2023-01-07,2025-06-14,29,1
686,Julio Navarro Gómez,M,63,Tunja,6,2023-01-09,2025-05-31,29,15
687,Rafael Domínguez,M,49,Villavicencio,13,2023-01-09,2025-05-24,29,22
688,Guillermo Freddy Suárez,M,42,Ibagué,6,2023-01-05,2025-06-02,29,13
689,Dario Molina Herrera,F,58,Ibagué,11,2023-01-12,2025-06-12,29,3
690,José Roberto Guzmán,M,39,Cúcuta,9,2023-01-27,2025-06-15,29,0
691,Alberto Jaramillo,F,34,Tunja,14,2023-01-03,2025-05-23,29,23
692,Katerine Sandra Chacón Díaz,M,49,Cartagena,16,2023-01-16,2025-06-08,29,7
693,Lucía Camargo Mora,F,71,Bucaramanga,1,2023-01-02,2025-06-09,29,6
694,Brayan Raúl Morales Duque,F,27,Barranquilla,18,2023-01-03,2025-06-14,29,1
695,Lucía Sánchez,M,77,Medellín,2,2023-01-02,2025-06-15,29,0
696,Manuel Andrés Velásquez Zambrano,M,50,Cartagena,9,2023-01-18,2025-05-31,29,15
697,María Ruby Díaz Ortiz,F,30,Ibagué,1,2023-01-03,2025-06-10,29,5
698,Eugenia Guerra Morales,F,30,Barranquilla,7,2023-01-06,2025-06-11,29,4
699,Brayan César López Rodríguez,F,19,Ibagué,7,2023-01-01,2025-06-14,29,1
700,Marcela Ríos Cruz,F,43,Tunja,18,2023-01-05,2025-05-28,29,18
701,Luis Ramírez,F,32,Tunja,10,2023-01-16,2025-06-11,29,4
702,Rodrigo Fajardo Chacón,F,72,Cúcuta,17,2023-01-24,2025-06-12,29,3
703,Milena Lucero Castillo Cerón,M,57,Bucaramanga,3,2023-01-07,2025-06-11,29,4
704,Martha Yamile Álvarez Ramírez,F,76,Bogotá,9,2023-01-13,2025-06-14,29,1
705,Claudia Luz Ramírez Ramos,M,23,Ibagué,7,2023-01-12,2025-05-19,29,27
706,Jesús Castaño,F,48,Bucaramanga,9,2023-01-07,2025-06-10,29,5
707,Lucía Elena Jiménez Cardona,F,67,Cali,8,2023-01-08,2025-06-07,29,8
708,Jorge Ricardo Valencia Pedraza,F,25,Ibagué,15,2023-01-07,2025-06-14,29,1
709,Doris Johanna Rojas,M,76,Barranquilla,7,2023-01-17,2025-06-13,29,2
710,Alexander Salgado Sánchez,F,28,Bucaramanga,16,2023-01-03,2025-06-12,29,3
711,Misael Camilo Pineda,F,21,Cartagena,3,2023-01-04,2025-04-01,29,75
712,Andrés Forero,F,58,Bucaramanga,10,2023-01-08,2025-06-12,29,3
713,Edith Viviana Guerrero,M,31,Cartagena,18,2023-01-03,2025-06-02,29,13
714,Jesús Néstor Barrera,F,71,Tunja,12,2023-02-07,2025-06-15,28,0
715,Patricia Margoth Ramírez Barrera,M,30,Cartagena,13,2023-02-11,2025-06-10,28,5
716,Sebastián Quiroz,F,68,Villavicencio,19,2023-01-05,2025-05-10,29,36
717,Diana Tovar,F,72,Bogotá,4,2023-01-05,2025-06-09,29,6
718,Cristian Suárez Muñoz,F,62,Villavicencio,19,2023-01-05,2025-06-09,29,6
719,María Elena López Hernández,F,61,Barranquilla,6,2023-01-08,2025-06-11,29,4
720,Milena Karen Ruiz González,M,35,Medellín,5,2023-01-01,2025-06-12,29,3
721,Beatriz Sierra,F,49,Barranquilla,9,2023-01-07,2025-06-15,29,0
722,Fernando Harold Caicedo Torres,M,76,Cúcuta,10,2023-01-04,2025-05-29,29,17
723,Valentina Ana Arenas,M,68,Ibagué,15,2023-01-08,2025-05-25,29,21
724,Joaquín Buitrago Gómez,M,50,Villavicencio,12,2023-02-09,2025-06-14,28,1
725,Beatriz Herrera,F,66,Barranquilla,5,2023-01-03,2025-06-15,29,0
726,Lilian Burgos Guzmán,F,21,Ibagué,12,2023-01-14,2025-06-13,29,2
727,César Alejandro Duarte,F,79,Ibagué,18,2023-01-01,2025-06-11,29,4
728,Frank David Ramos,M,66,Ibagué,9,2023-01-04,2025-06-05,29,10
729,Jader Felipe Osorio Bolívar,F,53,Bogotá,2,2023-01-05,2025-06-03,29,12
730,Fernanda Rojas Ramos,F,53,Medellín,15,2023-01-03,2025-06-07,29,8
731,Ángel Quintero Narváez,F,51,Cartagena,6,2023-01-08,2025-05-30,29,16
732,Ana Yadira Jiménez,F,56,Barranquilla,19,2023-01-01,2025-06-09,29,6
733,Amanda Guerrero Triana,F,68,Cúcuta,12,2023-01-15,2025-06-12,29,3
734,Martha Pérez Ceballos,M,20,Barranquilla,18,2023-03-07,2025-06-04,27,11
735,Katherine Quintero,M,57,Cartagena,15,2023-01-28,2025-06-10,29,5
736,Lorena Gómez Ochoa,M,50,Tunja,8,2023-01-14,2025-06-09,29,6
737,Luis Silva,F,53,Bucaramanga,10,2023-01-04,2025-06-13,29,2
738,Blanca Milena Velandia Guerra,F,61,Ibagué,14,2023-01-07,2025-06-05,29,10
739,Felipe Diego Álvarez Benavides,M,19,Villavicencio,5,2023-01-07,2025-06-09,29,6
740,José Guevara Solano,F,22,Villavicencio,13,2023-01-07,2025-06-13,29,2
741,Marlene Luisa Méndez Gil,F,58,Bucaramanga,15,2023-01-02,2025-06-12,29,3
742,Paola Sánchez Valderrama,F,31,Cúcuta,7,2023-01-18,2025-06-14,29,1
743,Luz Karen Muñoz Bejarano,F,42,Villavicencio,2,2023-01-07,2025-06-07,29,8
744,Angie Paola Villegas Naranjo,F,56,Bucaramanga,17,2023-01-05,2025-06-15,29,0
745,Carmen Edith Montes Benítez,M,76,Bucaramanga,2,2023-01-20,2025-06-13,29,2
746,Patricia Estefanía Santos Gil,M,52,Ibagué,5,2023-01-02,2025-06-07,29,8
747,Marcela María Quintero,F,18,Cartagena,12,2023-01-01,2025-06-07,29,8
748,Elvira Stella Restrepo Sánchez,F,73,Cartagena,13,2023-01-02,2025-06-04,29,11
749,Edwin Valencia Morales,M,40,Cartagena,11,2023-01-23,2025-06-11,29,4
750,Aura Margarita Mendoza,M,27,Barranquilla,14,2023-01-18,2025-06-07,29,8
751,Carlos Eduar Pérez,F,33,Medellín,10,2023-01-05,2025-06-14,29,1
752,Astrid Muñoz,F,29,Barranquilla,9,2023-01-04,2025-05-23,29,23
753,César Orozco Rojas,M,18,Bucaramanga,8,2023-01-04,2025-04-25,29,51
754,Juan Francisco Contreras Gómez,F,60,Medellín,1,2023-01-12,2025-06-13,29,2
755,Wilson Carlos Rincón,F,74,Villavicencio,11,2023-01-04,2025-06-15,29,0
756,Sandra Castillo,M,54,Cali,5,2023-01-01,2025-06-02,29,13
757,Consuelo Toro López,M,29,Barranquilla,17,2023-01-07,2025-06-13,29,2
758,Eliecer Díaz Gaviria,F,66,Barranquilla,12,2023-01-23,2025-06-12,29,3
759,Johana Katerine Hernández Henao,F,73,Ibagué,15,2023-01-05,2025-06-14,29,1
760,Héctor Julio Castillo,F,32,Cartagena,12,2023-01-02,2025-06-04,29,11
761,Felipe Andrés Mosquera Ortiz,M,76,Tunja,18,2023-01-10,2025-06-12,29,3
762,Alfonso Arturo Guzmán Bedoya,F,31,Villavicencio,9,2023-01-07,2025-06-05,29,10
763,María Paola Aguilar Acevedo,F,54,Tunja,1,2023-01-04,2025-06-15,29,0
764,Jorge Carlos Gómez Cáceres,M,72,Cartagena,6,2023-01-10,2025-06-07,29,8
765,María Ortiz Salazar,M,54,Medellín,5,2023-01-27,2025-06-12,29,3
766,Héctor Rivera,M,50,Barranquilla,19,2023-01-06,2025-06-12,29,3
767,Juan Arturo Valderrama,F,31,Cartagena,10,2023-01-15,2025-06-12,29,3
768,Margarita Cardona,M,37,Barranquilla,18,2023-01-04,2025-06-15,29,0
769,Tatiana Torres,M,41,Bucaramanga,11,2023-01-05,2025-06-04,29,11
770,Fidel Duque,F,79,Cali,18,2023-01-03,2025-06-06,29,9
771,Carmen Jiménez Vargas,M,46,Cartagena,7,2023-01-13,2025-06-05,29,10
772,Milena Adriana Flórez,F,48,Bogotá,15,2023-01-03,2025-06-15,29,0
773,Tatiana María Díaz,F,60,Villavicencio,12,2023-01-24,2025-06-05,29,10
774,Yury Milena Blanco,F,55,Cali,13,2023-01-02,2025-06-14,29,1
775,Rafael Iván Marín Fajardo,F,69,Cartagena,18,2023-01-06,2025-06-11,29,4
776,Jesús Franco Daza,F,59,Bogotá,8,2023-01-10,2025-06-02,29,13
777,Judith Cecilia González,M,67,Bogotá,1,2023-01-09,2025-06-08,29,7
778,Felipe Ariza Pineda,F,72,Villavicencio,6,2023-01-01,2025-06-15,29,0
779,Hernando Javier Padilla Díaz,M,22,Cartagena,15,2023-01-18,2025-06-10,29,5
780,Katherine Piedad Moreno,M,51,Cali,11,2023-01-03,2025-06-15,29,0
781,Daniela Mora Blanco,F,27,Ibagué,18,2023-01-12,2025-06-02,29,13
782,Alfonso Edwin Chaparro Hernández,M,35,Medellín,8,2023-01-14,2025-06-08,29,7
783,Lucy Velásquez,F,64,Bogotá,17,2023-01-09,2025-06-09,29,6
784,Dahiana Pérez García,M,29,Tunja,8,2023-01-05,2025-06-06,29,9
785,Yamile María Sánchez,F,42,Cartagena,4,2023-01-04,2025-05-30,29,16
786,Elías Ariza,M,50,Ibagué,19,2023-01-09,2025-06-07,29,8
787,Cristina Rosalba Barreto Parra,F,48,Ibagué,14,2023-01-02,2025-05-22,29,24
788,Sandra Ramírez Jiménez,F,70,Ibagué,5,2023-01-01,2025-06-14,29,1
789,Adriana María Peña,F,58,Bucaramanga,2,2023-01-05,2025-06-15,29,0
790,Patricia Caicedo Sánchez,F,67,Cali,6,2023-01-05,2025-06-15,29,0
791,Enrique José Páez Figueroa,M,26,Bogotá,9,2023-01-02,2025-06-14,29,1
792,Harold Vega,F,42,Cartagena,13,2023-01-11,2025-06-08,29,7
793,Edwar Enrique Herrera,M,26,Ibagué,13,2023-01-04,2025-06-15,29,0
794,Cecilia Sara Salazar,M,48,Medellín,11,2023-01-01,2025-06-13,29,2
795,Alejandro Pedro Castellanos Gutiérrez,F,21,Medellín,6,2023-01-06,2025-06-05,29,10
796,Jorge Rincón Ardila,F,63,Cúcuta,6,2023-01-20,2025-06-04,29,11
797,César Jairo Velásquez Ortega,F,36,Ibagué,2,2023-01-13,2025-05-13,29,33
798,Carlos Hurtado Velásquez,M,35,Medellín,9,2023-01-01,2025-05-04,29,42
799,Luz Elena Vera Pérez,M,40,Tunja,13,2023-01-11,2025-06-02,29,13
800,Edwar Andrés Delgado,M,28,Bogotá,7,2023-01-07,2025-06-14,29,1
801,José Álvarez Cruz,M,42,Cali,15,2023-01-14,2025-05-24,29,22
802,Javier Duque Córdoba,F,18,Cali,7,2023-01-15,2025-06-15,29,0
803,Patricia Ramírez López,M,32,Tunja,19,2023-01-04,2025-06-15,29,0
804,Sofía Doris Ocampo Rodríguez,M,77,Cartagena,1,2023-01-20,2025-06-14,29,1
805,María Caballero León,F,66,Medellín,17,2023-01-12,2025-06-15,29,0
806,Mauricio Walter Moreno Márquez,F,52,Barranquilla,6,2023-01-04,2025-06-12,29,3
807,Brayan Luis Jaramillo,M,43,Medellín,3,2023-01-09,2025-06-12,29,3
808,Camilo Ignacio González,F,25,Villavicencio,14,2023-01-31,2025-05-23,29,23
809,Stella Amaya,F,27,Cúcuta,14,2023-01-21,2025-05-20,29,26
810,Santiago Ariza Escobar,M,26,Tunja,8,2023-01-03,2025-06-13,29,2
811,Mayra María Ramírez Mercado,F,65,Tunja,6,2023-01-05,2025-06-13,29,2
812,Camilo Jhon Mena,M,45,Tunja,12,2023-01-10,2025-05-27,29,19
813,Elizabeth María Restrepo López,F,22,Barranquilla,16,2023-01-01,2025-06-06,29,9
814,María Lucía Muñoz López,M,54,Villavicencio,12,2023-01-02,2025-06-13,29,2
815,Ricardo Antonio Santos Vásquez,M,53,Cúcuta,11,2023-01-07,2025-06-07,29,8
816,Nidia Agudelo Hurtado,M,65,Ibagué,6,2023-01-07,2025-06-13,29,2
817,Esperanza Sierra,F,63,Ibagué,12,2023-01-24,2025-06-14,29,1
818,Amparo Ruiz,M,76,Cartagena,13,2023-01-01,2025-06-06,29,9
819,Johan Edwin Arias Murillo,M,38,Tunja,11,2023-01-09,2025-06-10,29,5
820,Alejandra Rosario Páez,F,72,Cúcuta,15,2023-01-03,2025-05-03,29,43
821,Luis Jairo Uribe,F,70,Cartagena,15,2023-01-08,2025-06-13,29,2
822,Luis Julián Díaz Nieto,F,42,Tunja,11,2023-01-12,2025-06-14,29,1
823,Andrea Romero,M,68,Tunja,4,2023-01-26,2025-06-08,29,7
824,Leonardo Rueda,M,38,Bogotá,19,2023-01-15,2025-06-13,29,2
825,Cristina María Rodríguez Valencia,F,51,Tunja,4,2023-01-02,2025-05-28,29,18
826,Alfonso Yerson Torres Ruiz,M,65,Medellín,14,2023-01-10,2025-06-14,29,1
827,José Gutiérrez Cabrera,M,44,Barranquilla,15,2023-01-13,2025-06-02,29,13
828,Daniel Jiménez Naranjo,M,45,Barranquilla,8,2023-01-09,2025-05-29,29,17
829,Roberto César González,F,33,Cartagena,4,2023-02-14,2025-05-19,28,27
830,Junior Juan Solano,F,47,Medellín,2,2023-01-10,2025-06-01,29,14
831,Liliana Rentería,M,66,Cali,4,2023-01-10,2025-06-13,29,2
832,Edgar Fernando Rosero Sánchez,M,43,Barranquilla,11,2023-01-06,2025-06-08,29,7
833,Patricia García,M,24,Cali,12,2023-01-04,2025-06-14,29,1
834,Fabio Patiño León,M,27,Villavicencio,13,2023-01-11,2025-06-10,29,5
835,John Juan Gil González,M,48,Medellín,17,2023-01-14,2025-06-12,29,3
836,Carmen Díaz,M,59,Cali,10,2023-01-03,2025-06-13,29,2
837,Miguel Rodríguez,F,73,Bogotá,4,2023-01-17,2025-05-31,29,15
838,Ángel Juan Agudelo Quintero,M,71,Cúcuta,1,2023-01-05,2025-06-13,29,2
839,Ana Nubia Rojas,F,61,Ibagué,13,2023-01-06,2025-05-24,29,22
840,Roberto Mosquera,M,59,Tunja,13,2023-01-12,2025-06-13,29,2
841,Laura Palacios,F,72,Ibagué,9,2023-01-01,2025-06-08,29,7
842,Andrés Henry Forero Bohórquez,M,43,Cartagena,15,2023-01-04,2025-06-14,29,1
843,Gerson Córdoba Cardozo,F,27,Bogotá,10,2023-01-02,2025-06-14,29,1
844,Lucía Romero Vallejo,F,25,Barranquilla,16,2023-01-01,2025-06-03,29,12
845,Andrea Ligia Buitrago,F,66,Cartagena,5,2023-01-05,2025-06-04,29,11
846,Elena Zambrano,F,21,Cartagena,19,2023-01-04,2025-06-11,29,4
847,Miguel Juan Tamayo Moreno,F,53,Ibagué,7,2023-01-22,2025-06-15,29,0
848,Freddy Edison Gutiérrez Herrera,M,27,Medellín,18,2023-01-02,2025-06-08,29,7
849,José Vega,F,36,Barranquilla,10,2023-01-03,2025-06-13,29,2
850,William Ramírez,M,50,Cartagena,18,2023-01-02,2025-06-14,29,1
851,Yesid Marín,M,22,Tunja,17,2023-01-08,2025-06-09,29,6
852,María Quintero,F,52,Barranquilla,2,2023-01-07,2025-06-01,29,14
853,Andrés Pablo Arango,M,50,Cúcuta,17,2023-01-17,2025-06-14,29,1
854,Alveiro Mauricio Sánchez,F,39,Medellín,5,2023-01-03,2025-06-15,29,0
855,Clara Paula Rodríguez,M,32,Villavicencio,7,2023-01-09,2025-06-15,29,0
856,Alberto Jorge Londoño Quintero,M,49,Barranquilla,10,2023-01-04,2025-06-09,29,6
857,Javier Espitia Villa,F,26,Cali,13,2023-01-16,2025-06-08,29,7
858,Ana Herrera Mesa,M,78,Cartagena,2,2023-01-02,2025-06-05,29,10
859,Alfonso Monsalve,M,52,Cali,18,2023-01-18,2025-06-14,29,1
860,Andrés Castillo Bernal,F,20,Medellín,7,2023-01-19,2025-06-12,29,3
861,Felipe Chacón Soto,M,58,Bogotá,11,2023-02-05,2025-06-06,28,9
862,Germán Villa,F,56,Cali,14,2023-01-05,2025-05-31,29,15
863,Milena Medina,F,36,Cartagena,6,2023-01-03,2025-06-13,29,2
864,Juan Alejandro Monroy,F,59,Tunja,7,2023-01-12,2025-06-14,29,1
865,César Fernando Orozco Guzmán,F,62,Tunja,4,2023-01-12,2025-06-11,29,4
866,Aníbal Javier Méndez,M,57,Cartagena,1,2023-01-02,2025-06-10,29,5
867,Olga Miriam Chávez,M,53,Ibagué,9,2023-01-08,2025-06-11,29,4
868,Ismael Fernando González,M,25,Medellín,6,2023-01-10,2025-06-10,29,5
869,Nelson Enrique Gil,M,58,Ibagué,4,2023-01-19,2025-06-01,29,14
870,Ángela María Serna Calderón,M,30,Cartagena,2,2023-01-14,2025-06-10,29,5
871,Carlos Rodríguez Vargas,M,77,Cúcuta,12,2023-01-02,2025-06-13,29,2
872,Raquel Vélez Martínez,F,44,Cartagena,8,2023-01-01,2025-06-14,29,1
873,Mauricio Rodríguez,F,55,Villavicencio,18,2023-01-23,2025-06-03,29,12
874,Rocío Astrid Rojas,F,20,Villavicencio,12,2023-01-02,2025-06-14,29,1
875,Alejandro Rodríguez Corredor,F,78,Ibagué,3,2023-01-08,2025-06-14,29,1
876,Willian Alexander Pardo Parra,F,39,Ibagué,2,2023-01-09,2025-06-15,29,0
877,Dario Caro,F,40,Medellín,2,2023-01-25,2025-06-12,29,3
878,Daniela Luz Luna,M,55,Tunja,3,2023-01-05,2025-06-15,29,0
879,Nelcy Carolina Bustamante Hernández,M,51,Bogotá,8,2023-01-07,2025-06-14,29,1
880,Javier David Herrera,F,39,Cúcuta,4,2023-01-11,2025-06-15,29,0
881,Roberto Junior Rodríguez,M,22,Bucaramanga,15,2023-01-08,2025-06-10,29,5
882,Mateo Torres Ramírez,M,74,Tunja,16,2023-01-21,2025-06-01,29,14
883,Isabel Rodríguez,F,59,Cartagena,16,2023-01-18,2025-05-29,29,17
884,Jhon Alfonso Moreno,M,29,Bogotá,16,2023-01-13,2025-06-09,29,6
885,Javier Palacios Guzmán,F,29,Medellín,3,2023-01-07,2025-06-12,29,3
886,Carlos González,F,33,Barranquilla,13,2023-01-15,2025-05-06,29,40
887,Ana Andrea Alfonso,F,40,Tunja,19,2023-01-06,2025-06-12,29,3
888,Stiven Barreto,F,57,Tunja,5,2023-01-03,2025-05-31,29,15
889,David Jhon Restrepo,F,37,Bogotá,12,2023-01-07,2025-06-15,29,0
890,Tatiana María Quintero Álvarez,M,18,Cartagena,6,2023-02-08,2025-06-10,28,5
891,Stella Bertha Moreno,F,39,Tunja,8,2023-01-01,2025-05-21,29,25
892,Jessica Lucía Peña,F,56,Bogotá,1,2023-01-09,2025-06-15,29,0
893,Kelly Astrid Muñoz Ortega,F,70,Cali,12,2023-01-03,2025-06-05,29,10
894,María Moreno,F,55,Ibagué,2,2023-01-03,2025-06-08,29,7
895,Luis Rosero,F,78,Villavicencio,4,2023-01-10,2025-06-08,29,7
896,Luis Diego Campo Muñoz,M,50,Ibagué,18,2023-01-09,2025-06-10,29,5
897,Rafael Muñoz Flórez,F,62,Cartagena,9,2023-01-13,2025-05-25,29,21
898,Antonio Aurelio Ruiz,F,38,Cali,9,2023-01-07,2025-06-14,29,1
899,Valentina Isabel Reyes,M,18,Tunja,3,2023-01-10,2025-06-02,29,13
900,Dora Castillo Rojas,F,69,Cúcuta,4,2023-01-05,2025-06-14,29,1
901,Elena Marín González,M,35,Ibagué,6,2023-01-14,2025-06-15,29,0
902,Ernesto Ronal Duarte,F,52,Medellín,11,2023-01-01,2025-06-09,29,6
903,Patricia Rivera Vargas,F,32,Ibagué,5,2023-01-22,2025-04-26,29,50
904,José Torres Alfonso,F,69,Bucaramanga,12,2023-01-01,2025-06-15,29,0
905,Ángel Sánchez,M,64,Cúcuta,10,2023-01-04,2025-06-14,29,1
906,Esther Burgos,F,55,Bucaramanga,13,2023-01-31,2025-06-15,29,0
907,Johan Barrios Hernández,F,52,Bucaramanga,10,2023-01-06,2025-06-08,29,7
908,Ligia Beatriz Martínez Parra,F,47,Medellín,6,2023-01-20,2025-06-09,29,6
909,María Betancur Paz,F,20,Cali,7,2023-01-05,2025-06-13,29,2
910,María Lina Arteaga Rodríguez,F,69,Bucaramanga,9,2023-01-10,2025-06-15,29,0
911,Miguel Alberto Marín Ávila,M,32,Cúcuta,3,2023-01-17,2025-05-25,29,21
912,Guillermo Alexander Vargas,M,19,Ibagué,2,2023-01-02,2025-06-12,29,3
913,Juan Alfredo López,F,52,Cartagena,14,2023-01-05,2025-06-15,29,0
914,Estela Suárez,F,37,Cúcuta,10,2023-01-15,2025-06-02,29,13
915,Patricia Álvarez,F,42,Villavicencio,1,2023-01-01,2025-06-03,29,12
916,Marcela Lilian Arias,M,53,Bogotá,14,2023-01-06,2025-05-02,29,44
917,Andrés Jorge Pérez,F,18,Ibagué,16,2023-01-01,2025-05-31,29,15
918,María Sánchez Garzón,F,71,Medellín,3,2023-01-05,2025-06-15,29,0
919,José Luis Durán,M,52,Bucaramanga,6,2023-01-01,2025-06-02,29,13
920,Eugenia Mantilla,M,42,Cartagena,2,2023-01-01,2025-06-15,29,0
921,Elías Elver Gómez Ospina,M,25,Bucaramanga,2,2023-01-04,2025-06-15,29,0
922,Carlos Córdoba Ramírez,M,21,Medellín,15,2023-01-06,2025-06-09,29,6
923,David Eduardo Serrano,M,21,Cúcuta,12,2023-01-06,2025-05-30,29,16
924,Alveiro Moreno Aguirre,F,49,Villavicencio,13,2023-01-13,2025-06-14,29,1
925,Fabiola Dary Vanegas Bedoya,F,48,Bogotá,18,2023-01-13,2025-06-06,29,9
926,Mercedes Tatiana Parra,F,46,Villavicencio,6,2023-01-04,2025-06-09,29,6
927,Angélica Lina Pineda,M,49,Ibagué,11,2023-01-13,2025-06-10,29,5
