cliente_id,nombre,edad,genero,ciudad,frecuencia_compra,ultima_compra
824,Milena Elisa Arenas Aguirre,60,F,Cumaral,1,2024-01-04
825,Robinson Ocampo Leal,28,M,Tunja,8,2023-07-08
826,Angie Lina Londoño Ramírez,35,M,Villa de San Diego de Ubaté,13,2023-12-07
827,Juan Edgar González Ángel,64,M,Abejorral,4,2024-01-28
828,Geraldine Becerra,29,F,Galeras,8,2024-06-30
829,Esther Elena Arévalo,26,M,Rovira,3,2025-04-25
830,Tatiana Astrid Martínez García,27,F,San Agustín,9,2024-09-02
831,Luis Leonardo Torres Peña,75,F,Chivatá,2,2025-04-24
832,Claudia Sánchez Valencia,61,F,Fosca,2,2023-06-29
833,Johana Cecilia Rodríguez,34,F,Santo Domingo,13,2023-10-31
834,Adriana Díaz Hurtado,78,M,Guamal,15,2023-07-05
835,Rafael Arturo Vargas Silva,55,F,Villanueva,12,2024-07-26
836,Alberto Pineda,24,F,San Pablo de Borbur,4,2023-09-22
837,Anderson Castrillón Rubio,63,M,Concordia,8,2024-02-29
838,María Cárdenas,30,F,Neiva,9,2024-04-15
839,Eduardo William Jiménez,57,M,Gómez Plata,5,2024-03-21
840,Ruby María Camargo Gómez,59,F,La Pintada,18,2023-10-07
841,Leonardo Sánchez,26,M,Topaipí,11,2024-04-01
842,Edilberto Pablo Garzón,67,F,Samaniego,15,2023-08-19
843,Carlos Jonathan Rodríguez Vargas,44,M,Zambrano,9,2023-08-11
844,Elizabeth Margarita Lara Ríos,75,F,Pedraza,17,2023-09-08
845,David Fernando Rodríguez Álvarez,19,F,Samaná,12,2024-04-02
846,Eduardo Jairo Ojeda Cardona,22,M,Palestina,7,2024-05-09
847,Andrés Cardona Bonilla,46,M,Morales,10,2024-03-13
848,Antonio David Caicedo Pérez,54,M,Labranzagrande,10,2025-05-13
849,Jesús Mario Acosta González,55,M,San Martín de Loba,13,2025-05-22
850,Dayana Pérez Martínez,36,F,Alpujarra,19,2023-09-12
851,Karen Andrea Hurtado,25,F,La Apartada,11,2025-03-25
852,Andrés Fernando Arboleda Alarcón,65,M,Marsella,13,2024-03-24
853,Maricela Paola Garzón Díaz,62,F,Pasca,8,2024-04-01
854,Victoria Sanabria,18,M,Repelón,8,2025-05-11
855,Mauricio Caballero,39,M,Ariguaní,4,2023-09-29
856,Tatiana Bolaños Silva,69,F,Guateque,15,2024-03-23
857,Laura Astrid Sierra,34,F,Puerto Nariño,11,2025-04-04
858,Teresa Ximena Ariza Álvarez,24,F,Mongua,11,2025-01-07
859,Leonardo Castillo Torres,42,F,Aratoca,1,2024-11-05
860,Juan Antonio Bohórquez,62,F,Chinchiná,17,2024-03-04
861,Paola Tovar,21,F,Buriticá,15,2023-07-27
862,Óscar Jesús Restrepo,53,F,Liborina,6,2025-03-20
863,Mónica Ruiz Becerra,23,M,La Unión,15,2025-03-30
864,Esther Laura Beltrán,77,M,El Castillo,9,2024-07-19
865,Hernando Molano Martínez,48,M,Pasto,14,2025-04-06
866,Janneth Natalia Naranjo,36,M,Caloto,18,2023-06-30
867,Diana Cárdenas Navarro,78,M,Matanza,17,2025-04-09
868,Alexander Rodríguez,61,F,Cómbita,18,2025-02-01
869,Diego David Marín Hurtado,71,M,Cachipay,5,2024-06-02
870,Isabel Figueroa Espinosa,56,M,Nunchía,9,2024-02-13
871,Jader Cristian Guerrero Pérez,44,M,Almaguer,11,2024-01-31
872,Pedro Herrera Chacón,27,M,Filandia,1,2025-05-04
873,Teresa Bohórquez,43,M,La Sierra,18,2024-01-31
874,Leidy Martínez,36,M,El Bagre,6,2024-01-30
875,Lilia Elizabeth Quintero,56,M,Pachavita,2,2024-09-18
876,María Jiménez,79,F,Pedraza,15,2025-04-27
877,Lina Jimena Gallego Gómez,20,F,Panqueba,14,2024-12-13
878,Edwin Andrés Carrillo Moreno,62,M,La Victoria,5,2025-03-05
879,Alexander Manuel Ibarra Mesa,30,F,Maicao,6,2025-01-01
880,Luz Mariana Estrada Nieto,67,F,Padilla,6,2025-04-20
881,María Nancy Villamil Sarmiento,45,F,Luruaco,18,2025-02-01
882,Milena Gutiérrez,79,F,Pailitas,14,2023-07-21
883,Mary Margarita Pineda Herrera,75,M,La Apartada,10,2025-05-03
884,Clara Acosta Pabón,37,F,Caldas,14,2024-01-11
885,Rosa Cifuentes Parra,45,F,Falan,13,2024-04-23
886,María Lorena Aguirre Gómez,25,F,Hatillo de Loba,3,2023-08-22
887,Luis Alberto Murillo Castillo,78,M,Jericó,6,2024-06-20
888,Johana Burgos,58,M,Puerto Triunfo,8,2023-07-15
889,Henry Orlando Mosquera,56,M,Gachalá,12,2025-01-29
890,Constanza Cruz,18,M,Repelón,13,2024-12-07
891,Hernán Andrés Vega,20,M,Vistahermosa,11,2023-07-29
892,Aida Nidia García Vásquez,30,M,Guapi,12,2024-01-31
893,Lizeth Luz González,45,M,Gachantivá,1,2025-03-15
894,Jairo Moreno,79,F,Pamplonita,17,2025-05-20
895,Paola Tatiana Díaz,74,F,Fuente de Oro,16,2025-05-17
896,Ferney Brayan Osorio,77,F,Guamal,11,2024-04-10
897,Gustavo Cardozo,66,M,Francisco Pizarro,13,2025-01-25
898,Carolina Ana Caro Herrera,42,M,Carepa,18,2023-08-05
899,Dora Diana Sánchez Villamil,73,M,Lorica,11,2024-12-29
900,Maira García,50,M,Mosquera,12,2024-03-18
901,Yeimy Diana Sánchez,55,M,Guaduas,6,2023-08-17
902,Andrés Mateo Durán Rodríguez,70,F,San Benito Abad,9,2024-09-27
903,Claudia Patricia González Cantillo,23,F,San Marcos,16,2023-09-20
904,Fernando Meza Bermúdez,75,M,Taraira,4,2024-03-22
905,María Torres Castañeda,61,M,Apartadó,3,2024-02-13
906,Mariela Lorena Agudelo Torres,62,M,Bojayá,16,2023-10-12
907,Arturo Cardona,49,M,Campo de la Cruz,12,2025-02-02
908,Alfonso Javier Vásquez González,62,F,Puerto López,11,2025-04-12
909,Leidy Ramírez Vanegas,78,M,Villagómez,5,2025-01-02
910,Beatriz Contreras,64,M,Pana Pana,18,2023-09-20
911,Adolfo Alberto Hernández García,38,M,Rionegro,19,2025-01-14
912,José Juan Vargas Pinzón,33,M,Copacabana,6,2025-04-13
913,Diana Espinosa Álvarez,71,F,Barrancominas,18,2025-05-11
914,María Rubiela Pérez,38,M,Timbiquí,6,2024-08-30
915,Alberto Parra Duque,28,M,Gámbita,4,2024-08-26
916,Nelson Garzón Rivera,77,F,San Sebastián,12,2025-03-13
917,Juana Claudia Ramírez Peña,54,F,Fredonia,19,2024-04-03
918,José Ricardo Jiménez Serrano,53,F,Quinchía,2,2024-11-21
919,Claudia Luz Suárez Valencia,52,M,San Jerónimo,17,2023-12-25
920,Santiago Diego Mora Sandoval,36,M,Nóvita,11,2025-04-23
921,Sandra Bernal Granados,37,F,Tipacoque,11,2025-04-06
922,John Páez,74,F,Repelón,16,2024-05-29
923,Alexander Andrés Fonseca,35,F,Gamarra,2,2024-10-20
924,Mario Camilo Narváez,64,F,Nunchía,2,2023-07-21
925,Jesús Gómez Bedoya,58,F,Guataquí,8,2025-04-17
926,Liliana Páez Cantillo,66,F,Purísima de la Concepción,13,2024-06-02
927,Andrés García Navarro,31,M,Herrán,10,2023-08-02
928,Eduardo Alberto Rodríguez Ramos,32,M,Marinilla,8,2024-03-12
929,Yolima Amaya,48,M,San Antonio,4,2023-11-07
930,Steven Alexander Montes,18,F,Samaná,15,2024-08-12
931,Martha Aida Sánchez García,70,F,Morroa,1,2023-08-16
932,Amparo Ruby Salcedo,71,F,El Carmen de Chucurí,11,2023-11-20
933,Milena Sofía Contreras Rodríguez,71,F,Baraya,7,2024-01-27
934,Nubia Suárez González,20,F,Teorama,17,2024-10-27
935,Catalina Erika Torres Montenegro,33,F,Miranda,18,2024-06-28
936,Enrique Gómez Hoyos,40,M,Belén,12,2024-03-13
937,Javier Pérez,74,M,San Andrés de Tumaco,9,2024-11-18
938,Leidy Pacheco,28,F,Morelia,5,2025-01-14
939,Maribel Flor Vásquez Mendoza,29,M,Ataco,10,2024-07-18
940,Andrés Ibarra Quintero,27,F,Gualmatán,4,2023-08-28
941,Elizabeth Inés Moreno,49,M,Casabianca,5,2024-02-07
942,Sara Nubia Duarte Ortiz,33,F,Santiago,10,2023-07-19
943,Andrés Mauricio Díaz,25,F,El Peñón,11,2024-04-12
944,Mariela Álvarez,55,M,Vegachí,10,2024-03-30
945,Vanessa Restrepo Salas,29,M,Tauramena,8,2024-11-29
946,Fredy Restrepo Meneses,41,F,Sardinata,2,2024-06-06
947,Adriana Rubio Moreno,45,F,Magüí,8,2024-10-11
948,Paola Muñoz,70,M,San Martín de Loba,16,2024-03-24
949,Henry Hernández,25,M,Sutatenza,5,2025-01-24
950,Erick Acevedo,75,F,Riohacha,3,2024-12-23
951,Fernanda Pérez,45,M,Galapa,12,2024-08-01
952,Betty Carolina Rubio Galvis,53,F,Tipacoque,13,2023-08-10
953,Patricia Luz Cerón Benítez,43,F,La Paz,13,2024-07-14
954,Milena Gabriela Ramírez,25,F,Mesetas,10,2023-11-08
955,Angélica Cristina Barreto Rivas,75,F,Choachí,4,2023-06-16
956,Angélica Betty Ramos Mendoza,77,M,Arenal,9,2024-06-24
957,Lucy Yamile Ramírez Torres,67,M,Aguadas,2,2024-12-21
958,Lucía Elvira Gutiérrez Calderón,45,M,Nariño,19,2024-04-02
959,Anderson Herrera Mendoza,45,M,Hatillo de Loba,1,2024-06-02
960,Leonardo Raúl García,54,M,Concordia,7,2024-07-28
961,Alonso Álvarez,58,M,Macaravita,17,2024-09-09
962,Angélica Pilar Gamboa,53,M,Puerto Salgar,3,2024-07-12
963,Alejandra Aguirre Patiño,44,F,Sabana de Torres,3,2024-01-24
964,Andrés David Reyes,71,M,Caldono,3,2025-03-20
965,César Villamizar,34,M,Uribe,17,2023-07-24
966,Rafael Hernández Escobar,26,F,San Sebastián,7,2025-04-09
967,Edith Edith Flórez Chaparro,50,M,San José del Fragua,14,2024-04-08
968,Laura María Pineda,70,M,Guatapé,17,2024-07-06
969,Elizabeth Martha González Muñoz,37,F,Toledo,18,2024-01-09
970,Blanca Enith Arias García,30,M,Malambo,13,2023-09-15
971,Cecilia Isabel Barreto Peña,45,M,Suratá,18,2023-07-17
972,Patricia Castellanos Salcedo,65,M,Tibasosa,4,2024-12-02
973,Lucía Cecilia Calderón Acevedo,46,F,Tasco,1,2025-01-29
974,Rosa Yohana Díaz,30,M,Fortul,18,2023-07-19
975,Karen Córdoba,63,M,Yarumal,1,2024-03-09
976,Hermes Néstor Castro Jiménez,52,F,Yalí,13,2025-06-02
977,Gustavo Palacios,78,M,Distracción,10,2023-12-29
978,Laura Montes López,23,F,Piamonte,11,2023-10-10
979,Adolfo Benavides Ramírez,35,F,Rionegro,9,2025-02-21
980,Elmer Alberto Soto Marín,68,M,Puerto Alegría,9,2024-07-09
981,Sofía Arenas Herrera,22,F,Río de Oro,5,2024-11-19
982,Manuel César Rojas Mejía,64,F,Taraira,1,2024-01-31
983,Pablo Enrique Díaz,42,M,El Litoral del San Juan,17,2024-02-11
984,Judith Ardila Rodríguez,19,F,Une,2,2025-01-11
985,Luis Álvarez Pérez,27,F,Medio Atrato,13,2024-09-19
986,Jorge Giraldo Velásquez,73,M,Medio Atrato,9,2024-09-13
987,María Ibarra,47,M,Juan de Acosta,4,2024-01-12
988,Consuelo Zapata Bonilla,67,M,Pueblo Rico,5,2024-07-26
989,Carlos Cardozo Tovar,76,F,Manaure Balcón del Cesar,11,2023-11-13
990,Carlos Hernández Riascos,62,M,Alpujarra,19,2025-05-25
991,Norberto Quintero Figueroa,22,F,Ibagué,3,2024-11-15
992,María Ana Romero Pacheco,72,F,Santa Rosa,12,2024-06-15
993,Julio Espitia,73,F,San Onofre,19,2023-08-22
994,Jennifer Dolores López,50,F,Corozal,19,2023-09-28
995,Cecilia Gómez,71,F,Talaigua Nuevo,13,2024-08-27
996,Daniela Blanca Gómez Álvarez,18,F,El Tambo,7,2024-11-29
997,Juan Gómez,35,F,Mosquera,15,2024-04-13
998,Liliana Francy Ramírez,49,M,El Rosal,7,2025-01-02
999,Andrés Kevin Quintero Cerón,64,M,Agustín Codazzi,8,2024-04-26
1000,María Aida Acosta,66,F,Barranco de Loba,5,2023-11-14
1001,José Pérez,28,F,Peque,14,2025-02-28
1002,Carmen Lara Acosta,38,M,Maripí,4,2024-12-30
1003,Ramiro Fabián Rentería,43,F,Puerto Nare,10,2023-08-16
1004,Martha María Cruz,42,M,Galeras,15,2025-06-01
1005,Juan Ronald Serna,39,M,Sáchica,18,2025-01-16
1006,Alejandra Moreno,76,M,Totoró,13,2023-12-24
1007,Antonio Marino Rodríguez,44,F,Cumaral,8,2024-04-20
1008,Jhon José Gómez,66,F,Sativanorte,9,2025-04-16
1009,Alex Lozano,30,M,Manta,16,2023-10-09
1010,Luz Sánchez Niño,50,M,Córdoba,19,2023-06-26
1011,Dagoberto Torres Buitrago,51,M,Talaigua Nuevo,16,2024-12-16
1012,Carmen Morales Carrillo,58,M,Repelón,7,2025-04-29
1013,Carlos Sandoval,52,M,Santa Bárbara,14,2024-01-27
1014,Antonio Brian Vargas Sanabria,18,F,Cajibío,14,2025-05-13
1015,Patricia Suárez Narváez,38,M,Ciénaga,4,2024-06-26
1016,Tatiana Ayala Moreno,65,F,Honda,15,2025-01-19
1017,Elizabeth Valderrama Álvarez,72,M,Sabanalarga,3,2024-07-17
1018,Myriam Lucía García Barragán,23,F,Montenegro,5,2024-06-23
1019,Jorge Jhon Rengifo Parra,45,F,El Carmen,1,2023-06-21
1020,Juan Augusto Trujillo,34,F,San Alberto,3,2023-10-28
1021,Adriana Martha Durán Tovar,22,F,Albania,15,2023-07-04
1022,Alfonso Giraldo Castro,48,F,Jordán,8,2023-09-13
1023,Vanessa Pardo,22,F,Plato,4,2024-10-25
1024,Felipe Jairo Rico,55,M,Topaipí,2,2023-12-14
1025,Leydi Carvajal,20,F,Flandes,10,2024-07-25
1026,Luz Gómez Díaz,70,M,Zarzal,4,2025-04-28
1027,Camilo Gutiérrez,40,F,Simití,3,2023-07-20
1028,José Alexis Ruiz Alzate,54,F,Siachoque,2,2025-01-17
1029,Luis Freddy Narváez,70,M,Barranca de Upía,17,2024-06-23
1030,Milena Quiroga Peña,54,F,La Chorrera,13,2024-08-30
1031,Blanca Carmen Posada,27,M,Guavatá,5,2025-01-13
1032,Alfonso Carlos Guevara Ortiz,27,M,Leiva,9,2025-02-26
1033,Alexander Ordóñez,36,M,Arcabuco,6,2024-06-26
1034,Armando Suárez,34,M,Leticia,5,2023-10-23
1035,Johana Estella Bastidas Cantillo,38,F,Santa Rosa de Osos,10,2023-12-21
1036,Enrique Andrés Jiménez Acosta,31,F,Taraira,8,2023-08-27
1037,Miriam Guerra,26,M,Coromoro,7,2025-04-13
1038,Angie Dora Posada,63,F,Charta,7,2024-11-06
1039,Pedro García González,18,F,Campohermoso,6,2024-06-16
1040,Carlos Segundo Hernández Rivas,68,M,Suaza,3,2025-05-19
1041,Maritza Cruz,62,F,Monguí,19,2024-10-22
1042,Gabriel Campo,30,M,Mallama,15,2023-07-29
1043,Carlos Eliecer Rodríguez,21,M,Guatapé,4,2023-07-19
1044,Yaneth María Cuesta Cortés,79,F,Maní,12,2024-05-12
1045,Cristina Sandoval,18,F,Tocancipá,6,2025-02-11
1046,Gloria Derly Andrade,66,F,Guaitarilla,19,2025-04-08
1047,Ramón Ruiz Martínez,57,M,El Carmen de Viboral,4,2024-11-14
1048,Melissa Orozco Arrieta,49,M,Neiva,15,2023-11-08
1049,Orlando Luis Ríos,51,F,Funza,9,2023-10-14
1050,Claudia Andrea Guerrero Zuluaga,45,F,Ariguaní,5,2025-06-01
1051,Enrique Reyes Mejía,48,F,Somondoco,13,2023-08-21
1052,Carlos Salamanca,25,F,Providencia,18,2023-08-02
1053,Vanessa Victoria Montoya Arango,56,M,San Antonio del Tequendama,5,2025-03-24
1054,Natalia Yéssica Buitrago Sepúlveda,43,F,Flandes,16,2024-04-02
1055,Aura Rodríguez,75,M,Moñitos,19,2024-04-15
1056,Leidy Gaviria,51,M,Silvania,14,2024-12-22
1057,Enrique Henry Bermúdez,71,F,Guayabal de Síquima,16,2024-06-11
1058,Javier Correa Vargas,71,F,Arboledas,15,2024-12-02
1059,Laura Morales,20,F,Nuquí,4,2024-11-23
1060,José Ordóñez,76,M,Solita,7,2024-12-18
1061,Óscar Cardona Jaramillo,67,F,Vegachí,16,2024-10-24
1062,Ofelia Liliana Aguilar,29,F,Concordia,8,2024-05-07
1063,Bibiana Liliana Cruz,18,M,Cuítiva,17,2024-07-17
1064,Sandra Pabón,71,F,Suaza,16,2023-06-18
1065,David Vanegas,61,M,Iles,10,2024-07-24
1066,Sonia Andrade Restrepo,22,F,Sitionuevo,10,2024-02-29
1067,Sandra Silvia Vargas,47,M,Cabrera,2,2024-08-22
1068,Antonio Moreno,47,F,Zona Bananera,9,2024-08-01
1069,Anyi Bustamante,76,F,San Francisco,17,2024-10-24
1070,Luis Serna Ortiz,74,M,Ricaurte,11,2023-10-18
1071,Felipe Daniel Rodríguez,34,M,Santana,10,2023-11-20
1072,Yenny Karina Fuentes,65,F,El Roble,17,2023-10-12
1073,Cristina Rincón,64,M,El Carmen de Bolívar,4,2025-04-26
1074,Jhon Sandoval Gallego,40,M,La Jagua del Pilar,16,2025-05-26
1075,Adriana Becerra Salazar,32,M,Santa María,15,2024-01-06
1076,Amparo Marina Ordóñez Correa,54,M,Belén,5,2024-12-24
1077,Fernanda Díaz,38,F,Valparaíso,6,2025-02-05
1078,Jorge Polo Cabrera,31,F,Puerto Leguízamo,17,2023-11-18
1079,Cecilia María Molina,19,M,Cunday,1,2023-06-26
1080,Francisco Ernesto Guerrero,28,M,Unión Panamericana,19,2025-02-22
1081,Olga Nidia Hernández,68,M,Turbaco,4,2025-01-11
1082,Guillermo Rodrigo Ballesteros Londoño,56,M,Olaya,17,2024-12-31
1083,Ximena Marina Ávila Torres,55,F,Soplaviento,9,2023-10-04
1084,Nicolás Estiven Barbosa,77,F,Tota,2,2025-04-24
1085,Alexis Gregorio Prieto Trujillo,51,M,Ariguaní,8,2024-04-08
1086,Victoria Ramírez Niño,55,M,Itagüí,15,2024-12-03
1087,Luz Carmen Escobar,67,M,Soledad,7,2024-02-20
1088,José Jairo Pérez,51,F,Santa Sofía,6,2024-08-20
1089,Patricia Gutiérrez,35,M,Támara,1,2024-03-04
1090,Alejandra Ordóñez Bermúdez,47,F,Aranzazu,15,2025-03-09
1091,Fredy Aldair Giraldo,32,M,Mallama,7,2024-05-12
1092,Susana Sonia Alvarado,44,F,Campoalegre,17,2024-10-20
1093,Josefina Mantilla,68,M,Ricaurte,2,2025-05-20
1094,Juan Barrios Murillo,51,F,San José del Palmar,9,2024-12-01
1095,Pablo Camacho,69,M,Sácama,9,2023-11-05
1096,Verónica Yina Hurtado,74,M,Condoto,13,2024-07-20
1097,Mauricio Molina Londoño,55,M,Apía,6,2025-01-26
1098,Martha Uribe Gutiérrez,50,F,Yopal,6,2024-07-28
1099,Alfonso Fabio Rodríguez,41,M,Santiago,3,2023-06-25
1100,Gloria Alicia Tovar Ortega,32,F,San Estanislao,17,2025-04-03
1101,Luis Alvarado,77,F,Dolores,17,2024-06-30
1102,Zoraida Ávila Vallejo,47,M,San José de Cúcuta,12,2025-01-05
1103,María Patiño,72,M,La Victoria,16,2023-06-23
1104,Antonio Vega,59,M,López de Micay,15,2024-04-22
1105,Nancy Ofelia Gómez,68,F,San Jacinto del Cauca,13,2023-07-08
1106,Diana Claudia Castillo,34,M,El Peñón,1,2024-12-22
1107,Julián Acosta,22,F,Sabanalarga,17,2024-11-11
1108,Carlos Rodríguez Hoyos,46,F,Castilla la Nueva,3,2023-09-10
1109,Yamid Díaz Pérez,21,M,Alejandría,15,2024-03-12
1110,José Romero Morales,27,M,Cartagena de Indias,4,2024-09-22
1111,Germán Gerardo Muñoz,73,M,Lloró,4,2023-11-08
1112,David Javier Quiroz,34,M,Arroyohondo,18,2024-12-31
1113,Andrés Olaya,27,M,Quibdó,17,2025-03-31
1114,Enrique Camargo Martínez,34,M,Ovejas,19,2024-03-05
1115,Claudia Ortiz,77,F,Tunja,11,2024-11-19
1116,Cecilia Betancur,37,F,El Rosario,3,2025-03-07
1117,Steven Luis Caballero Ardila,41,F,Betania,8,2023-12-12
1118,María Martínez Rojas,22,M,Guadalupe,14,2023-06-18
1119,Pablo Medina Gutiérrez,51,F,Buenaventura,1,2025-03-14
1120,Edwin Rodríguez Reyes,23,F,Orito,14,2025-02-18
1121,Daniela María Bustamante Giraldo,70,F,San Pedro,2,2025-01-26
1122,David Fernando Flórez,19,F,Remedios,4,2024-01-02
1123,James Orozco Perea,30,F,La Jagua del Pilar,19,2023-09-04
1124,Guillermo Ávila,79,M,Ulloa,6,2023-08-07
1125,Esther María Monroy Camacho,60,M,Sativasur,1,2024-06-12
1126,Cristina Gaviria Rodríguez,60,F,Pácora,17,2024-07-28
1127,Sofía Mejía,65,F,Villanueva,8,2024-07-08
1128,Marcela Angulo,28,F,Sucre,19,2023-07-12
1129,Marcela Galindo,68,M,Barbacoas,1,2024-03-10
1130,Maritza María Castro Sánchez,64,M,El Águila,5,2023-09-01
1131,Rosario Angulo,74,F,Santa Rosa,16,2024-02-11
1132,Gloria Daza León,40,M,Apartadó,6,2024-07-18
1133,Franklin Portilla Bohórquez,72,M,Policarpa,8,2024-01-13
1134,Rubén Adolfo Carrillo,33,F,Cumaribo,13,2024-12-12
1135,Javier Emiro Torres,48,M,Agrado,16,2024-01-06
1136,Jazmín Bolívar,28,M,Socorro,3,2023-07-25
1137,Liliana Martínez,71,F,Andes,19,2024-12-20
1138,Santiago Franco Mendoza,33,M,Pasca,12,2024-07-04
1139,Deisy Alvarado Duarte,25,M,Herveo,16,2024-03-28
1140,María Marlene Parra Meza,21,F,Imués,11,2025-04-07
1141,Raúl Padilla Ramos,57,M,Magüí,10,2024-11-06
1142,Carlos Orjuela Díaz,21,M,Socotá,4,2024-02-16
1143,Magdalena María Posada Delgado,73,F,Barrancominas,12,2024-08-08
1144,Luz Jennifer Vanegas Agudelo,42,F,Distracción,2,2024-09-26
1145,Teresa Valencia,20,F,Samaná,19,2023-08-18
1146,Mauricio Calderón Herrera,49,M,Suaza,5,2024-05-12
1147,Gabriel Hernández,20,F,Riohacha,8,2024-05-30
1148,Daniela Ingrid Villa,44,M,Villanueva,7,2024-05-23
1149,Edwar Castañeda,46,F,Mahates,14,2024-01-17
1150,Diana Caro Montenegro,49,M,Morales,3,2025-05-26
1151,Arley López,67,F,Túquerres,18,2024-12-04
1152,Rafael Alexander Bolívar,78,F,Oicatá,16,2024-12-11
1153,Victoria Palacios Jaramillo,75,F,Cumaral,19,2025-05-12
1154,Andrés Orlando Andrade,68,F,Floresta,19,2025-04-10
1155,Enrique José Luna Martínez,36,M,Salamina,18,2024-02-18
1156,Miguel Gutiérrez,38,F,Tunja,16,2024-12-26
1157,María Luz Villamizar López,22,F,Santo Tomás,8,2025-03-28
1158,Harvey Luis Muñoz Torres,35,M,Simacota,1,2023-07-01
1159,Jaider González Mosquera,45,F,Amalfi,17,2023-10-06
1160,José Jorge García,59,M,Samaniego,12,2023-09-25
1161,Esperanza Torres Campo,78,F,Fusagasugá,11,2023-12-23
1162,Gustavo Camilo Vega Buitrago,39,F,Ginebra,5,2024-08-02
1163,Cecilia Milena Rodríguez Muñoz,38,F,Aratoca,12,2024-11-13
1164,Jonathan Velasco,23,M,Providencia,17,2024-09-27
1165,Angie Vélez Torres,18,F,Caramanta,6,2024-01-12
1166,Laura Margarita Restrepo Jiménez,22,F,El Retén,1,2024-06-18
1167,Fredy Niño,58,F,Suesca,5,2024-07-01
1168,Jesús Rendón Martínez,29,M,Amalfi,14,2023-07-05
1169,Socorro Rendón Trujillo,43,M,La Llanada,5,2025-02-03
1170,Edwin Caicedo,63,F,Tesalia,1,2024-05-08
1171,Esperanza Edith Bautista,51,M,Candelaria,18,2024-03-17
1172,Esteban Eduardo Gil Camacho,66,F,San Jacinto del Cauca,16,2024-06-07
1173,César Edwin Trujillo Aguirre,31,F,Silvia,9,2024-01-11
1174,Janeth Bibiana Carrillo,43,F,Sesquilé,19,2024-01-14
1175,Victoria Pérez,62,F,Silvia,5,2024-03-02
1176,Stella Morales,44,F,Río Iró,2,2025-01-20
1177,Nancy Oviedo,26,F,Sipí,15,2025-03-09
1178,Kelly Cardona,43,F,Yopal,7,2023-09-13
1179,Yésica Guerrero,74,M,El Carmen de Viboral,4,2024-10-07
1180,Gloria Sandra Correa Agudelo,64,M,Sardinata,1,2023-07-13
1181,Lucero Esther Henao Andrade,74,M,Puerto Berrío,13,2023-08-06
1182,Paola Rodríguez Vallejo,39,M,Nocaima,7,2023-07-23
1183,Andrea Ana Gómez Cárdenas,64,M,Puerto Parra,15,2025-03-31
1184,Beatriz Esther Jiménez,73,M,Piedras,14,2023-07-31
1185,Vanessa Karen Ríos,47,M,Ubaque,19,2023-12-29
1186,Antonio Garzón,60,F,Fresno,18,2024-04-20
1187,Jesús Villamizar,65,F,María la Baja,10,2025-03-07
1188,Tania Laura Rojas Ariza,78,F,Coveñas,9,2024-05-03
1189,Lorena Yaneth Ávila Rincón,34,F,San Vicente Ferrer,8,2024-06-20
1190,Sofía Vásquez,43,M,Ciudad Bolívar,10,2024-09-02
1191,Elena Jiménez,53,M,El Tablón de Gómez,17,2024-04-10
1192,Sandra Mónica Torres,18,F,Valle del Guamuez,2,2024-10-17
1193,Yesid Jorge Serna Muñoz,25,F,Bagadó,6,2024-10-11
1194,Marlén Carmen Ospino Vanegas,66,M,Dagua,5,2025-05-01
1195,Laura Mariela Rojas,52,F,Altos del Rosario,9,2025-02-26
1196,Alberto Torres Quiroga,78,F,Cubará,5,2023-09-18
1197,Claudia Marisol Campo Ramírez,69,F,Simití,18,2023-07-25
1198,Ángela Patricia Herrera Álvarez,32,F,San Martín,9,2023-11-29
1199,Leonor Ingrid Valencia López,64,M,Turbaco,17,2024-05-03
1200,Nel Acosta Peña,73,F,El Roble,17,2023-11-07
1201,Camilo Sánchez,39,F,Pradera,12,2024-06-12
1202,Gabriel Guerrero Díaz,31,M,San José,7,2024-03-21
1203,Esther Molano Obando,43,M,Vistahermosa,3,2024-03-19
1204,Edwin Lozano,45,F,Anorí,10,2025-04-12
1205,Camila Gladys Carrillo,40,M,Albania,2,2024-02-27
1206,Esperanza López Yepes,31,F,Ciénega,3,2023-10-27
1207,Daniela Silva,41,F,Támesis,16,2024-03-14
1208,Yurany Luz Torres,19,M,La Apartada,2,2025-02-24
1209,Alexandra Cárdenas,62,F,Bagadó,10,2024-06-30
1210,Jesús Gutiérrez Vanegas,43,F,Sibaté,6,2023-08-15
1211,Javier Junior Ríos,31,F,San Fernando,11,2025-05-03
1212,Hugo Gutiérrez Mejía,76,F,Chita,7,2023-06-17
1213,Diego Gómez García,73,M,Concordia,15,2023-11-09
1214,César Andrés Corredor,68,M,Yacopí,6,2024-08-23
1215,Laura Londoño,24,F,Toledo,9,2023-06-09
1216,Sandra Muñoz,20,M,La Vega,12,2024-04-17
1217,Daniela Álvarez Ramos,64,F,Sucre,19,2023-12-05
1218,Candelaria Romero Vélez,40,F,Melgar,3,2025-06-01
1219,Andrés Augusto Luna,63,F,Íquira,15,2024-11-12
1220,Katherine Patricia Muñoz,60,F,Rioblanco,2,2024-10-18
1221,Daniela Salazar Castañeda,64,F,Marsella,2,2024-06-13
1222,Luis Faber Montoya González,77,M,Villa del Rosario,3,2024-04-25
1223,José Morales Espinosa,62,F,Tópaga,6,2025-05-11
1224,Amparo Buitrago,35,M,Apartadó,15,2025-02-24
1225,Rafael Camilo Gómez,75,M,Altos del Rosario,10,2025-04-29
